,id,sentence1,sentence2,is_duplicate
284,284,"Cruz came to the United States in 1960, a year after the Cuban revolution.",Cruz travelled to the US a year after the Cuban revolt in 1960.,1
285,285,"Cruz came to the United States in 1960, a year after the Cuban revolution.","In 1960, a year after the Cuban revolution, Cruz came to the United States.",1
286,286,Specifies bullet and number formats for the selected paragraph.,Specifies formats for bullets and numbers for a selected paragraph.,1
287,287,"In that judgment, the Court held that, in exercising the jurisdiction to interpret Community law which is conferred on it by Article 234 EC, the Court may interpret the general criteria used by the Community legislature to define the concept of unfair terms, but it may not rule on the application of those general criteria to a particular term, which must be considered in the light of the particular circumstances of the case in question.","In that judgment, the Court held that in exercising the jurisdiction conferred on it by Article 234 EC to interpret Community law, the Court was entitled to interpret the general criteria used by the Community legislature to define the concept of unfair terms, but was not entitled to rule on the application to a specific term of those general criteria, which had to be considered in the light of particula.",1
288,288,"""Smallpox is not the only threat to the public's health, and vaccination is not the only tool for smallpox preparedness,"" Strom said.",tedt,0
289,289,"""Smallpox is not the only threat to the public's health, and vaccination is not the only tool for smallpox preparedness,"" Strom said.",tdet,0
290,290,"""Smallpox is not the only threat to the public's health, and vaccination is not the only tool for smallpox preparedness,"" Strom said.",only,0
291,291,"""Smallpox is not the only threat to the public's health, and vaccination is not the only tool for smallpox preparedness,"" Strom said.",tstt,0
292,292,Representatives of its tribal and ethnic groups named a cross section of residents yesterday to run municipal affairs alongside the US military.,tds,0
293,293,Representatives of its tribal and ethnic groups named a cross section of residents yesterday to run municipal affairs alongside the US military.,Representatives of its tribal and ethnic groups named a cross section of residents to run municipal affairs alongside the US military yesterday,1
294,294,We -- you've got to give us more time.,We need more time,1
295,295,Her knees were swollen for days and she still bears scars there and on her legs and ankles.,"She still had scars on her knees, legs and ankles, along with her knees swollen.",0
296,296,We need more time to present a revised media strategy.,We need more time to present a more effective media strategy,0
297,297,Her knees were swollen for days and she still bears scars there and on her legs and ankles.,"She still had scars on her knees, legs and her swollen ankles.",0
298,298,Her knees were swollen for days and she still bears scars there and on her legs and ankles.,"Her knees were swollen for days, and there and on her legs and ankles, she still bears scars.",1
299,299,We need more time to present a revised media strategy.,We will present a revised strategy tomorrow,0
300,300,We need more time to present a revised media strategy.,We will present a revised strategy after some time,0
301,301,(Simple majority),Most people,1
302,302,We need more time to present a revised media strategy.,We need more time so that we can present an improved media strategy,1
303,303,Okay.,Affirmative.,1
304,304,We need more time to present a revised media strategy.,We need more time to present a swotted media strategy,1
305,305,"Michael Mitchell, the chief public defender in Baton Rouge who is representing Lee, did not answer his phone Wednesday afternoon.","On Wednesday afternoon, Michael Mitchell, the chief public defender in Baton Rouge who represents Lee, did not answer his phone.",1
306,306,Immigration liaison officers shall also be entitled to render assistance in establishing the identity of third country nationals and in facilitating their return to their country of origin.,Immigration liaison officers shall also be entitled to provide assistance in identifying and facilitating the return of third country nationals to their country of origin.,1
307,307,"Shares of National were losing 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading.","Shares of National were declining 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading",1
308,308,"The seizure took place at 4 a.m. on March 18, just hours before the first American air assault.","At 4 a.m., the seizure took place. On the 18th of March, just a few hours before the first American air attack.",1
309,309,Ok.,Correct.,1
310,310,Ok.,Affirmative.,0
311,311,Ok.,Yes,1
312,312,"Shares of National were losing 95 cents, or 3.9%, to $23.73 in afternoon New York Stock Exchange trading.","During afternoon trading in New York Stock Exchange shares of national were losing 95 cents, or 3.9%, to $23.73",1
313,313,Ok.,I feel alright about this,0
314,314,Ok.,Yes sir,0
315,315,Ok.,Yes,1
316,316,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",assdf,0
317,317,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",',0
318,318,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",/,0
319,319,Yes.,Okay,1
320,320,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",.*,0
321,321,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",*,0
322,322,Smile.,Turn the frown upside down.,0
323,323,Smile.,Put on a happy face.,1
324,324,"""This blackout was largely preventable,"" said Spencer Abraham, US energy secretary.",*,0
325,325,I love you both so much.,I love both of you very much,1
326,326,I love you both so much.,Both of you I love so much,1
327,327,I love you both so much.,Love you both,1
328,328,"If you fuck someone, you really want to.",If you really want then fuck someone,1
329,329,"Yeah, you're the greaseball.",you're the greaseball,1
330,330,"Yeah, you're the greaseball.",You are definitely the greaseball,1
331,331,Exactly.,Precisely,1
332,332,Exactly.,Indeed,1
333,333,"Progress Software plans to acquire privately held DataDirect Technologies for about $88 million in cash, the companies said Friday.",,0
334,334,"The sky was a deep and compelling blue, punctuated by several puffball clouds.",The sky was punctuated by several puffball clouds and deep and compelling blue,1
335,335,"The sky was a deep and compelling blue, punctuated by several puffball clouds.",The sky was punctuated by several puffball clouds which is deep and compelling blue,1
336,336,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",tredt,0
337,337,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",t,0
338,338,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",a,0
339,339,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",*.*,0
340,340,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",`,0
341,341,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",//,0
342,342,"US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.",Created,0
